"message","date_time"
"Cannot fetch user payment details","12/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 21:00:03"
"Cannot fetch user payment details","13/05/2025 00:00:02"
"Database Connection Error: payments is not iterable","13/05/2025 00:00:02"
"Cannot fetch user payment details","13/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 03:00:03"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","13/05/2025 06:00:15"
"Cannot fetch user payment details","13/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 09:00:03"
"Cannot fetch user payment details","13/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 12:00:03"
"Cannot fetch user payment details","13/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 15:00:03"
"Cannot fetch user payment details","13/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 18:00:03"
"Cannot fetch user payment details","13/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","13/05/2025 21:00:03"
"Cannot fetch user payment details","14/05/2025 00:00:02"
"Database Connection Error: payments is not iterable","14/05/2025 00:00:02"
"Cannot fetch user payment details","14/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","14/05/2025 03:00:03"
"Cannot fetch user payment details","14/05/2025 06:00:02"
"Database Connection Error: payments is not iterable","14/05/2025 06:00:02"
"Cannot fetch user payment details","14/05/2025 09:00:07"
"Database Connection Error: payments is not iterable","14/05/2025 09:00:07"
"Cannot fetch user payment details","14/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","14/05/2025 15:00:03"
"Cannot fetch user payment details","14/05/2025 18:00:02"
"Database Connection Error: payments is not iterable","14/05/2025 18:00:02"
"Cannot fetch user payment details","14/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","14/05/2025 21:00:03"
"Cannot fetch user payment details","15/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","15/05/2025 00:00:03"
"Cannot fetch user payment details","15/05/2025 03:00:04"
"Database Connection Error: payments is not iterable","15/05/2025 03:00:04"
"Cannot fetch user payment details","15/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","15/05/2025 06:00:03"
"Cannot fetch user payment details","15/05/2025 09:00:04"
"Database Connection Error: payments is not iterable","15/05/2025 09:00:04"
"Cannot fetch user payment details","15/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","15/05/2025 15:00:03"
"Cannot fetch user payment details","15/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","15/05/2025 18:00:03"
"Cannot fetch user payment details","15/05/2025 21:00:02"
"Database Connection Error: payments is not iterable","15/05/2025 21:00:02"
"Cannot fetch user payment details","16/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 00:00:03"
"Cannot fetch user payment details","16/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 03:00:03"
"Cannot fetch user payment details","16/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 06:00:03"
"Cannot fetch user payment details","16/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 09:00:03"
"Cannot fetch user payment details","16/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 15:00:03"
"Cannot fetch user payment details","16/05/2025 18:00:04"
"Database Connection Error: payments is not iterable","16/05/2025 18:00:04"
"Cannot fetch user payment details","16/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","16/05/2025 21:00:03"
"Cannot fetch user payment details","17/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 00:00:03"
"Cannot fetch user payment details","17/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 03:00:03"
"Cannot fetch user payment details","17/05/2025 06:00:02"
"Database Connection Error: payments is not iterable","17/05/2025 06:00:02"
"Cannot fetch user payment details","17/05/2025 09:00:02"
"Database Connection Error: payments is not iterable","17/05/2025 09:00:02"
"Cannot fetch user payment details","17/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 12:00:03"
"Cannot fetch user payment details","17/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 15:00:03"
"Cannot fetch user payment details","17/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 18:00:03"
"Cannot fetch user payment details","17/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","17/05/2025 21:00:03"
"Cannot fetch user payment details","18/05/2025 00:00:02"
"Database Connection Error: payments is not iterable","18/05/2025 00:00:02"
"Cannot fetch user payment details","18/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 03:00:03"
"Cannot fetch user payment details","18/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 06:00:03"
"Cannot fetch user payment details","18/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 09:00:03"
"Cannot fetch user payment details","18/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 12:00:03"
"Cannot fetch user payment details","18/05/2025 15:00:02"
"Database Connection Error: payments is not iterable","18/05/2025 15:00:02"
"Cannot fetch user payment details","18/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 18:00:03"
"Cannot fetch user payment details","18/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","18/05/2025 21:00:03"
"Cannot fetch user payment details","19/05/2025 00:00:02"
"Database Connection Error: payments is not iterable","19/05/2025 00:00:02"
"Cannot fetch user payment details","19/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","19/05/2025 03:00:03"
"Cannot fetch user payment details","19/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","19/05/2025 06:00:03"
"Cannot fetch user payment details","19/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","19/05/2025 09:00:03"
"Cannot fetch user payment details","19/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","19/05/2025 15:00:03"
"Cannot fetch user payment details","19/05/2025 18:00:04"
"Database Connection Error: payments is not iterable","19/05/2025 18:00:04"
"Cannot fetch user payment details","19/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","19/05/2025 21:00:03"
"Cannot fetch user payment details","20/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","20/05/2025 03:00:03"
"Cannot fetch user payment details","20/05/2025 06:00:02"
"Database Connection Error: payments is not iterable","20/05/2025 06:00:02"
"Cannot fetch user payment details","20/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","20/05/2025 09:00:03"
"Cannot fetch user payment details","20/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","20/05/2025 12:00:03"
"Cannot fetch user payment details","20/05/2025 15:00:04"
"Database Connection Error: payments is not iterable","20/05/2025 15:00:04"
"Cannot fetch user payment details","20/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","20/05/2025 18:00:03"
"Cannot fetch user payment details","20/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","20/05/2025 21:00:03"
"Cannot fetch user payment details","21/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 03:00:03"
"Cannot fetch user payment details","21/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 06:00:03"
"Cannot fetch user payment details","21/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 09:00:03"
"Cannot fetch user payment details","21/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 12:00:03"
"Cannot fetch user payment details","21/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 15:00:03"
"Cannot fetch user payment details","21/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 18:00:03"
"Cannot fetch user payment details","21/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","21/05/2025 21:00:03"
"Cannot fetch user payment details","22/05/2025 03:00:02"
"Database Connection Error: payments is not iterable","22/05/2025 03:00:02"
"Cannot fetch user payment details","22/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 06:00:03"
"Cannot fetch user payment details","22/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 09:00:03"
"Cannot fetch user payment details","22/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 12:00:03"
"Cannot fetch user payment details","22/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 15:00:03"
"Cannot fetch user payment details","22/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 18:00:03"
"Cannot fetch user payment details","22/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","22/05/2025 21:00:03"
"Cannot fetch user payment details","23/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","23/05/2025 03:00:03"
"Cannot fetch user payment details","23/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","23/05/2025 06:00:03"
"Cannot fetch user payment details","23/05/2025 09:00:06"
"Database Connection Error: payments is not iterable","23/05/2025 09:00:06"
"Cannot fetch user payment details","23/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","23/05/2025 12:00:03"
"Cannot fetch user payment details","23/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","23/05/2025 15:00:03"
"Cannot fetch user payment details","23/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","23/05/2025 18:00:03"
"Cannot fetch user payment details","23/05/2025 21:00:02"
"Database Connection Error: payments is not iterable","23/05/2025 21:00:02"
"Cannot fetch user payment details","24/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 03:00:03"
"Cannot fetch user payment details","24/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 06:00:03"
"Cannot fetch user payment details","24/05/2025 09:00:04"
"Database Connection Error: payments is not iterable","24/05/2025 09:00:04"
"Cannot fetch user payment details","24/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 12:00:03"
"Cannot fetch user payment details","24/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 15:00:03"
"Cannot fetch user payment details","24/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 18:00:03"
"Cannot fetch user payment details","24/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","24/05/2025 21:00:03"
"Cannot fetch user payment details","25/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 03:00:03"
"Cannot fetch user payment details","25/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 06:00:03"
"Cannot fetch user payment details","25/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 09:00:03"
"Cannot fetch user payment details","25/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 12:00:03"
"Cannot fetch user payment details","25/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 15:00:03"
"Cannot fetch user payment details","25/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 18:00:03"
"Cannot fetch user payment details","25/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","25/05/2025 21:00:03"
"Cannot fetch user payment details","26/05/2025 03:00:04"
"Database Connection Error: payments is not iterable","26/05/2025 03:00:04"
"Cannot fetch user payment details","26/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","26/05/2025 06:00:03"
"Cannot fetch user payment details","26/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","26/05/2025 09:00:03"
"Cannot fetch user payment details","26/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","26/05/2025 12:00:03"
"Cannot fetch user payment details","26/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","26/05/2025 15:00:03"
"Cannot fetch user payment details","26/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","26/05/2025 18:00:03"
"Cannot fetch user payment details","26/05/2025 21:00:02"
"Database Connection Error: payments is not iterable","26/05/2025 21:00:02"
"Cannot fetch user payment details","27/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","27/05/2025 03:00:03"
"Cannot fetch user payment details","27/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","27/05/2025 06:00:03"
"Cannot fetch user payment details","27/05/2025 09:00:05"
"Database Connection Error: payments is not iterable","27/05/2025 09:00:05"
"Cannot fetch user payment details","27/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","27/05/2025 12:00:03"
"Cannot fetch user payment details","27/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","27/05/2025 15:00:03"
"Cannot fetch user payment details","27/05/2025 18:00:04"
"Database Connection Error: payments is not iterable","27/05/2025 18:00:04"
"Cannot fetch user payment details","27/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","27/05/2025 21:00:03"
"Cannot fetch user payment details","28/05/2025 03:00:02"
"Database Connection Error: payments is not iterable","28/05/2025 03:00:02"
"Cannot fetch user payment details","28/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","28/05/2025 06:00:03"
"Cannot fetch user payment details","28/05/2025 09:00:04"
"Database Connection Error: payments is not iterable","28/05/2025 09:00:04"
"Cannot fetch user payment details","28/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","28/05/2025 12:00:03"
"Cannot fetch user payment details","28/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","28/05/2025 15:00:03"
"Cannot fetch user payment details","28/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","28/05/2025 18:00:03"
"Cannot fetch user payment details","28/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","28/05/2025 21:00:03"
"Cannot fetch user payment details","29/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 03:00:03"
"Cannot fetch user payment details","29/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 06:00:03"
"Cannot fetch user payment details","29/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 09:00:03"
"Cannot fetch user payment details","29/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 12:00:03"
"Cannot fetch user payment details","29/05/2025 15:00:04"
"Database Connection Error: payments is not iterable","29/05/2025 15:00:04"
"Cannot fetch user payment details","29/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 18:00:03"
"Cannot fetch user payment details","29/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","29/05/2025 21:00:03"
"Cannot fetch user payment details","30/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 03:00:03"
"Cannot fetch user payment details","30/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 06:00:03"
"Cannot fetch user payment details","30/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 09:00:03"
"Cannot fetch user payment details","30/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 12:00:03"
"Cannot fetch user payment details","30/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 15:00:03"
"Cannot fetch user payment details","30/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 18:00:03"
"Cannot fetch user payment details","30/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","30/05/2025 21:00:03"
"Cannot fetch user payment details","31/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 06:00:03"
"Cannot fetch user payment details","31/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 09:00:03"
"Cannot fetch user payment details","31/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 12:00:03"
"Cannot fetch user payment details","31/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 15:00:03"
"Cannot fetch user payment details","31/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 18:00:03"
"Cannot fetch user payment details","31/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","31/05/2025 21:00:03"
"Cannot fetch user payment details","01/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 03:00:03"
"Cannot fetch user payment details","01/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 06:00:03"
"Cannot fetch user payment details","01/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 09:00:03"
"Cannot fetch user payment details","01/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 12:00:03"
"Cannot fetch user payment details","01/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 15:00:03"
"Cannot fetch user payment details","01/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 18:00:03"
"Cannot fetch user payment details","01/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","01/06/2025 21:00:03"
"Cannot fetch user payment details","02/06/2025 03:00:02"
"Database Connection Error: payments is not iterable","02/06/2025 03:00:02"
"Cannot fetch user payment details","02/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 06:00:03"
"Cannot fetch user payment details","02/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 09:00:03"
"Cannot fetch user payment details","02/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 12:00:03"
"Cannot fetch user payment details","02/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 15:00:03"
"Cannot fetch user payment details","02/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 18:00:03"
"Cannot fetch user payment details","02/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","02/06/2025 21:00:03"
"Cannot fetch user payment details","03/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","03/06/2025 03:00:03"
"Cannot fetch user payment details","03/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","03/06/2025 06:00:03"
"Cannot fetch user payment details","03/06/2025 09:00:04"
"Database Connection Error: payments is not iterable","03/06/2025 09:00:04"
"Cannot fetch user payment details","03/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","03/06/2025 12:00:03"
"Cannot fetch user payment details","03/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","03/06/2025 15:00:03"
"Cannot fetch user payment details","03/06/2025 18:00:04"
"Database Connection Error: payments is not iterable","03/06/2025 18:00:04"
"Cannot fetch user payment details","03/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","03/06/2025 21:00:03"
"Cannot fetch user payment details","04/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 03:00:03"
"Cannot fetch user payment details","04/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 06:00:03"
"Cannot fetch user payment details","04/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 09:00:03"
"Cannot fetch user payment details","04/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 12:00:03"
"Cannot fetch user payment details","04/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 15:00:03"
"Cannot fetch user payment details","04/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 18:00:03"
"Cannot fetch user payment details","04/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","04/06/2025 21:00:03"
"Cannot fetch user payment details","05/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 03:00:03"
"Cannot fetch user payment details","05/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 06:00:03"
"Cannot fetch user payment details","05/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 09:00:03"
"Cannot fetch user payment details","05/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 12:00:03"
"Cannot fetch user payment details","05/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 15:00:03"
"Cannot fetch user payment details","05/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 18:00:03"
"Cannot fetch user payment details","05/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","05/06/2025 21:00:03"
"API Call Failed: timeout of 10000ms exceeded","06/06/2025 00:00:33"
"Cannot fetch user payment details","06/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","06/06/2025 06:00:03"
"Cannot fetch user payment details","06/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","06/06/2025 09:00:03"
"Cannot fetch user payment details","06/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","06/06/2025 12:00:03"
"Cannot fetch user payment details","06/06/2025 15:00:06"
"Database Connection Error: payments is not iterable","06/06/2025 15:00:06"
"Cannot fetch user payment details","06/06/2025 18:00:02"
"Database Connection Error: payments is not iterable","06/06/2025 18:00:02"
"Cannot fetch user payment details","06/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","06/06/2025 21:00:03"
"Cannot fetch user payment details","07/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 03:00:03"
"Cannot fetch user payment details","07/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 06:00:03"
"Cannot fetch user payment details","07/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 09:00:03"
"Cannot fetch user payment details","07/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 12:00:03"
"Cannot fetch user payment details","07/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 15:00:03"
"Cannot fetch user payment details","07/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 18:00:03"
"Cannot fetch user payment details","07/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","07/06/2025 21:00:03"
"Cannot fetch user payment details","08/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 03:00:03"
"Cannot fetch user payment details","08/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 06:00:03"
"Cannot fetch user payment details","08/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 09:00:03"
"Cannot fetch user payment details","08/06/2025 12:00:02"
"Database Connection Error: payments is not iterable","08/06/2025 12:00:02"
"Cannot fetch user payment details","08/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 15:00:03"
"Cannot fetch user payment details","08/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 18:00:03"
"Cannot fetch user payment details","08/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","08/06/2025 21:00:03"
"Cannot fetch user payment details","09/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","09/06/2025 03:00:03"
"Cannot fetch user payment details","09/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","09/06/2025 06:00:03"
"Cannot fetch user payment details","09/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","09/06/2025 09:00:03"
"Cannot fetch user payment details","09/06/2025 15:00:02"
"Database Connection Error: payments is not iterable","09/06/2025 15:00:02"
"Cannot fetch user payment details","09/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","09/06/2025 18:00:03"
"Cannot fetch user payment details","09/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","09/06/2025 21:00:03"
"Cannot fetch user payment details","10/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 03:00:03"
"Cannot fetch user payment details","10/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 06:00:03"
"Cannot fetch user payment details","10/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 09:00:03"
"Cannot fetch user payment details","10/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 12:00:03"
"Cannot fetch user payment details","10/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 15:00:03"
"Cannot fetch user payment details","10/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 18:00:03"
"Cannot fetch user payment details","10/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","10/06/2025 21:00:03"
"Cannot fetch user payment details","11/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 03:00:03"
"Cannot fetch user payment details","11/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 06:00:03"
"Cannot fetch user payment details","11/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 09:00:03"
"Cannot fetch user payment details","11/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 12:00:03"
"Cannot fetch user payment details","11/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 18:00:03"
"Cannot fetch user payment details","11/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","11/06/2025 21:00:03"
"Cannot fetch user payment details","12/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 03:00:03"
"Cannot fetch user payment details","12/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 06:00:03"
"Cannot fetch user payment details","12/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 09:00:03"
"Cannot fetch user payment details","12/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 12:00:03"
"Cannot fetch user payment details","12/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 15:00:03"
"Cannot fetch user payment details","12/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 18:00:03"
"Cannot fetch user payment details","12/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","12/06/2025 21:00:03"
"Cannot fetch user payment details","13/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 03:00:03"
"Cannot fetch user payment details","13/06/2025 06:00:02"
"Database Connection Error: payments is not iterable","13/06/2025 06:00:02"
"Cannot fetch user payment details","13/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 09:00:03"
"Cannot fetch user payment details","13/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 12:00:03"
"Cannot fetch user payment details","13/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 15:00:03"
"Cannot fetch user payment details","13/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 18:00:03"
"Cannot fetch user payment details","13/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","13/06/2025 21:00:03"
"Cannot fetch user payment details","14/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 03:00:03"
"Cannot fetch user payment details","14/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 06:00:03"
"Cannot fetch user payment details","14/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 09:00:03"
"Cannot fetch user payment details","14/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 12:00:03"
"Cannot fetch user payment details","14/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 15:00:03"
"Cannot fetch user payment details","14/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 18:00:03"
"Cannot fetch user payment details","14/06/2025 21:00:03"
"Database Connection Error: payments is not iterable","14/06/2025 21:00:03"
"Cannot fetch user payment details","15/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 03:00:03"
"Cannot fetch user payment details","15/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 06:00:03"
"Cannot fetch user payment details","15/06/2025 09:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 09:00:03"
"Cannot fetch user payment details","15/06/2025 12:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 12:00:03"
"Cannot fetch user payment details","15/06/2025 15:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 15:00:03"
"Cannot fetch user payment details","15/06/2025 18:00:03"
"Database Connection Error: payments is not iterable","15/06/2025 18:00:03"
"Cannot fetch user payment details","15/06/2025 21:00:02"
"Database Connection Error: payments is not iterable","15/06/2025 21:00:02"
"Cannot fetch user payment details","16/06/2025 03:00:03"
"Database Connection Error: payments is not iterable","16/06/2025 03:00:03"
"Cannot fetch user payment details","16/06/2025 06:00:03"
"Database Connection Error: payments is not iterable","16/06/2025 06:00:03"
"Cannot fetch user payment details","16/06/2025 09:00:03"
